timestamp,oi_contracts,openInterest,oi_usd
2025-11-10 04:05:00,10119053,1011905.3,43232642.0372
2025-11-10 04:10:00,10096891,1009689.1,43315662.39
2025-11-10 04:15:00,10092087,1009208.7,43162846.8903
2025-11-10 04:20:00,10094478,1009447.8,43050929.7744
2025-11-10 04:25:00,10084694,1008469.4,43060634.9106
2025-11-10 04:30:00,10084889,1008488.9,43150214.5643
2025-11-10 04:35:00,10217962,1021796.2,43588804.0958
2025-11-10 04:40:00,10206565,1020656.5,43674912.2915
2025-11-10 04:45:00,10200089,1020008.9,43498279.5405
2025-11-10 04:50:00,10189573,1018957.3,43590993.294
2025-11-10 04:55:00,10180041,1018004.1,43629619.7178
2025-11-10 05:00:00,10177525,1017752.5,43664635.5075
2025-11-10 05:05:00,10186144,1018614.4,43771897.9968
2025-11-10 05:10:00,10189764,1018976.4,43706954.7252
2025-11-10 05:15:00,10196445,1019644.5,43775377.674
2025-11-10 05:20:00,10194113,1019411.3,43770462.9881
2025-11-10 05:25:00,10185654,1018565.4,43708678.4448
2025-11-10 05:30:00,10194363,1019436.3,43567649.1531
2025-11-10 05:35:00,10235232,1023523.2,43681923.1296
2025-11-10 05:40:00,10219447,1021944.7,43853690.9664
2025-11-10 05:45:00,10234648,1023464.8,43953719.3008
2025-11-10 05:50:00,10259782,1025978.2,44084231.2976
2025-11-10 05:55:00,10266882,1026688.2,44105498.3838
2025-11-10 06:00:00,10273651,1027365.1,44128413.1403
2025-11-10 06:05:00,10270720,1027072.0,44136365.056
2025-11-10 06:10:00,10268616,1026861.6,44082141.6264
2025-11-10 06:15:00,10267195,1026719.5,43823468.4185
2025-11-10 06:20:00,10258351,1025835.1,43912923.1257
2025-11-10 06:25:00,10219800,1021980.0,43674315.3
2025-11-10 06:30:00,10171851,1017185.1,43398202.2915
2025-11-10 06:35:00,10166889,1016688.9,43308913.7622
2025-11-10 06:40:00,10196099,1019609.9,43413969.9321
2025-11-10 06:45:00,10119773,1011977.3,43241790.029
2025-11-10 06:50:00,10095204,1009520.4,43296310.9152
2025-11-10 06:55:00,10087539,1008753.9,43122211.7172
2025-11-10 07:00:00,10090620,1009062.0,43072820.532
2025-11-10 07:05:00,10064391,1006439.1,42935698.4451
2025-11-10 07:10:00,10056887,1005688.7,43034425.1617
2025-11-10 07:15:00,10052124,1005212.4,43054252.3044
2025-11-10 07:20:00,10046572,1004657.2,43010379.3892
2025-11-10 07:25:00,10040389,1004038.9,43025074.9428
2025-11-10 07:30:00,10025951,1002595.1,42939142.9428
2025-11-10 07:35:00,10022184,1002218.4,42938042.9112
2025-11-10 07:40:00,10014511,1001451.1,42820046.1338
2025-11-10 07:45:00,10000741,1000074.1,42856175.4073
2025-11-10 07:50:00,10027352,1002735.2,43162736.684
2025-11-10 07:55:00,10074150,1007415.0,43484061.06
2025-11-10 08:00:00,10066836,1006683.6,43297461.636
2025-11-10 08:05:00,10074836,1007483.6,43305675.0624
2025-11-10 08:10:00,10065444,1006544.4,43286441.922
2025-11-10 08:15:00,10089289,1008928.9,43245719.4407
2025-11-10 08:20:00,10086413,1008641.3,43119415.575
2025-11-10 08:25:00,10049880,1004988.0,43086850.524
2025-11-10 08:30:00,10047921,1004792.1,42993044.3748
2025-11-10 08:35:00,10057717,1005771.7,42875041.7993
2025-11-10 08:40:00,10031375,1003137.5,42584190.0125
2025-11-10 08:45:00,9964368,996436.8,42169205.376
2025-11-10 08:50:00,9957010,995701.0,42167937.35
2025-11-10 08:55:00,9985394,998539.4,42429936.1848
2025-11-10 09:00:00,9984357,998435.7,42349648.6512
2025-11-10 09:05:00,9986811,998681.1,42499872.8916
2025-11-10 09:10:00,9979886,997988.6,42485372.6906
2025-11-10 09:15:00,9974221,997422.1,42520104.123
2025-11-10 09:20:00,9969039,996903.9,42482062.7946
2025-11-10 09:25:00,9964169,996416.9,42428428.0189
2025-11-10 09:30:00,9961088,996108.8,42715137.5616
2025-11-10 09:35:00,9977379,997737.9,42828897.0954
2025-11-10 09:40:00,9964097,996409.7,42786828.9277
2025-11-10 09:45:00,9966168,996616.8,42731938.5336
2025-11-10 09:50:00,9971865,997186.5,42839132.04
2025-11-10 09:55:00,9959563,995956.3,42799230.0799
